,Application ID,Application Type,Customer ID,Group Name ID,RM ID,Entered Date,Closed Date,Next Review Date,Product ID,Start Date,Term (mths),Expiry Date,Rate Applied,Margin Agreed,Capital,Annual Interest Income,Collateral Type,Face Value,Rating
133,ID1240,Dealer,IFR134,GRP501,RM2004,7/23/2015,8/15/2015,8/14/2016,PRD006,8/15/2015,12,8/15/2016,2.96,0.49,5420000,186990,Mortgage over life insurance,2300000,1
134,ID1369,Commercial,IFR195,GRP517,RM2010,7/23/2015,11/20/2015,11/19/2016,PRD013,11/20/2015,24,11/21/2017,2.07,0.35,520000,12584,Gold Deposit,9100000,6
135,ID1420,Commercial,IFR183,GRP514,RM2030,7/23/2015,8/20/2015,8/19/2016,PRD009,8/20/2015,6,2/19/2016,3.72,0.36,3790000,154632,Unregistered Mortgage over an unregistered lease,14500000,6
136,ID1039,Dealer,IFR162,GRP514,RM2012,7/26/2015,11/4/2015,11/3/2016,PRD018,11/4/2015,48,11/7/2019,2.17,0.27,5480000,133712,Mortgage over Real Property (Residential),9400000,5
137,ID1279,Commercial,IFR103,GRP505,RM2012,7/26/2015,11/28/2015,11/27/2016,PRD004,11/28/2015,24,11/29/2017,2.8,0.36,3340000,105544,Collateral Type Desc,17600000,3
138,ID1077,Commercial,IFR186,GRP502,RM2024,7/28/2015,9/16/2015,9/15/2016,PRD015,9/16/2015,60,9/19/2020,1.9,0.43,1910000,44503,Residential Property,17800000,5
139,ID1042,Dealer,IFR116,GRP517,RM2023,7/30/2015,9/25/2015,9/24/2016,PRD019,9/25/2015,36,9/27/2018,3,0.45,4170000,143865,General Mortgage/Lien,17800000,4
140,ID1437,Dealer,IFR155,GRP514,RM2039,7/31/2015,8/27/2015,8/26/2016,PRD006,8/27/2015,24,8/28/2017,1.91,0.48,5660000,135274,Ships Mortgage,5700000,4
141,ID1143,Dealer,IFR154,GRP514,RM2020,8/2/2015,9/8/2015,9/7/2016,PRD003,9/8/2015,12,9/8/2016,1.93,0.39,2130000,49416,Mortgage over Real Property (Residential),6400000,3
142,ID1201,Dealer,IFR106,GRP507,RM2004,8/4/2015,12/8/2015,12/7/2016,PRD012,12/8/2015,48,12/11/2019,2.25,0.18,6040000,146772,Mortgage over life insurance,15900000,5
143,ID1500,Corporate,IFR169,GRP517,RM2022,8/6/2015,11/4/2015,11/3/2016,PRD017,11/4/2015,6,5/5/2016,3.64,0.39,530000,21359,Commercial Property,2200000,6
144,ID1191,Dealer,IFR196,GRP500,RM2016,8/9/2015,11/27/2015,11/26/2016,PRD010,11/27/2015,24,11/28/2017,2.87,0.4,3340000,109218,Fixed Company Charge,3700000,3
145,ID1295,Commercial,IFR183,GRP514,RM2017,8/10/2015,12/10/2015,12/9/2016,PRD019,12/10/2015,60,12/13/2020,1.64,0.21,3310000,61235,Transfer of Mortgage over a Lease,5200000,1
146,ID1049,Commercial,IFR195,GRP517,RM2037,8/11/2015,12/3/2015,12/2/2016,PRD001,12/3/2015,6,6/3/2016,1.69,0.43,2710000,57452,Fixed Company Charge,23500000,1
147,ID1044,Dealer,IFR122,GRP511,RM2002,8/16/2015,9/23/2015,9/22/2016,PRD004,9/23/2015,36,9/25/2018,3.6,0.31,5920000,231472,Fixed Company Charge,21800000,3
148,ID1439,Property Development,IFR184,GRP517,RM2003,8/16/2015,12/18/2015,12/17/2016,PRD005,12/18/2015,12,12/18/2016,3.31,0.12,1040000,35672,Mortgage over Real Property (Industrial),8400000,4
149,ID1409,Dealer,IFR142,GRP519,RM2014,8/17/2015,9/26/2015,9/25/2016,PRD020,9/26/2015,12,9/26/2016,3.52,0.23,4610000,172875,Traded Equities,14200000,2
150,ID1399,Corporate,IFR191,GRP500,RM2004,8/19/2015,10/9/2015,10/8/2016,PRD006,10/9/2015,24,10/10/2017,3.56,0.48,6050000,244420,Residential Property,11000000,6
151,ID1153,Dealer,IFR121,GRP500,RM2013,8/20/2015,9/25/2015,9/24/2016,PRD006,9/25/2015,12,9/25/2016,2.01,0.35,1470000,34692,Gold Deposit,2800000,4
152,ID1199,Property Development,IFR138,GRP514,RM2025,8/21/2015,9/21/2015,9/20/2016,PRD007,9/21/2015,24,9/22/2017,2.04,0.4,3950000,96380,Bank Guarantee by Australian Financial Institution,7400000,6
153,ID1237,Dealer,IFR159,GRP502,RM2037,8/22/2015,11/18/2015,11/17/2016,PRD007,11/18/2015,6,5/19/2016,2.33,0.45,3320000,92296,Crop Lien,9100000,4
154,ID1453,Dealer,IFR174,GRP511,RM2038,8/23/2015,10/20/2015,10/19/2016,PRD017,10/20/2015,12,10/20/2016,1.96,0.23,1790000,39201,Unregistered Mortgage over an unregistered lease,13900000,1
155,ID1055,Dealer,IFR113,GRP516,RM2019,8/24/2015,11/19/2015,11/18/2016,PRD015,11/19/2015,24,11/20/2017,3.68,0.36,5850000,236340,Bill of Sale over business assets,19000000,2
156,ID1046,Commercial,IFR164,GRP517,RM2039,8/25/2015,9/12/2015,9/11/2016,PRD008,9/12/2015,12,9/12/2016,2.81,0.28,6350000,196215,Mortgage over Real Property (Residential),8400000,5
157,ID1066,Dealer,IFR195,GRP517,RM2033,8/25/2015,10/29/2015,10/28/2016,PRD012,10/29/2015,12,10/29/2016,1.78,0.13,3930000,75063,Gold Deposit,5800000,1
158,ID1203,Dealer,IFR171,GRP520,RM2001,8/27/2015,11/30/2015,11/29/2016,PRD002,11/30/2015,24,12/1/2017,3.59,0.12,3680000,136528,Traded Equities,23800000,5
159,ID1492,Dealer,IFR185,GRP520,RM2032,8/28/2015,9/21/2015,9/20/2016,PRD014,9/21/2015,24,9/22/2017,3.05,0.2,3730000,121225,Gold Deposit,16000000,6
160,ID1291,Commercial,IFR135,GRP502,RM2027,8/29/2015,10/29/2015,10/28/2016,PRD014,10/29/2015,12,10/29/2016,3.01,0.25,5070000,165282,Fixed and Floating Charge (Cashflow lending),13300000,4
161,ID1301,Corporate,IFR110,GRP505,RM2033,8/29/2015,10/29/2015,10/28/2016,PRD009,10/29/2015,24,10/30/2017,3.21,0.14,2210000,74035,Mortgage over life insurance,7400000,4
162,ID1057,Property Development,IFR140,GRP507,RM2000,8/31/2015,12/9/2015,12/8/2016,PRD017,12/9/2015,12,12/9/2016,2.12,0.13,1830000,41175,Limited Guarantee and Indemnity (unsupported),12400000,4
163,ID1124,Dealer,IFR128,GRP514,RM2005,8/31/2015,11/24/2015,11/23/2016,PRD009,11/24/2015,24,11/25/2017,2.25,0.2,1330000,32585,Tripartite Deed/Agreement,9100000,1
164,ID1128,Property Development,IFR166,GRP500,RM2001,8/31/2015,12/21/2015,12/20/2016,PRD009,12/21/2015,12,12/21/2016,2.3,0.5,1350000,37800,Cash and Cash E,2800000,1
165,ID1278,Dealer,IFR157,GRP515,RM2037,9/2/2015,9/22/2015,9/21/2016,PRD003,9/22/2015,24,9/23/2017,3.25,0.36,200000,7220,Cash and Cash E,18700000,3
166,ID1096,Dealer,IFR122,GRP511,RM2019,9/7/2015,10/15/2015,10/14/2016,PRD015,10/15/2015,24,10/16/2017,2.79,0.19,350000,10430,Limited Guarantee and Indemnity (supported),9400000,2
167,ID1028,Commercial,IFR118,GRP514,RM2034,9/10/2015,11/30/2015,11/29/2016,PRD014,11/30/2015,24,12/1/2017,3.03,0.31,5730000,191382,Tripartite Deed/Agreement,8100000,5
168,ID1250,Dealer,IFR195,GRP517,RM2020,9/12/2015,11/15/2015,11/14/2016,PRD007,11/15/2015,48,11/18/2019,2.58,0.49,3220000,98854,Bill of Sale over a Motor Vehicle,24000000,2
169,ID1426,Commercial,IFR198,GRP511,RM2039,9/12/2015,1/13/2016,1/12/2017,PRD018,1/13/2016,24,1/14/2018,2.07,0.33,2270000,54480,Transfer of Mortgage over Real Property,24800000,2
170,ID1328,Dealer,IFR186,GRP502,RM2002,9/14/2015,10/29/2015,10/28/2016,PRD003,10/29/2015,12,10/29/2016,3.11,0.35,5640000,195144,Transfer of Mortgage over a Lease,7600000,4
171,ID1475,Commercial,IFR107,GRP502,RM2003,9/15/2015,12/15/2015,12/14/2016,PRD011,12/15/2015,48,12/18/2019,3.18,0.27,2320000,80040,Cash and Cash E,23900000,2
172,ID1112,Commercial,IFR184,GRP517,RM2018,9/16/2015,1/20/2016,1/19/2017,PRD009,1/20/2016,48,1/23/2020,2.03,0.38,2190000,52779,Limited Guarantee and Indemnity (unsupported),14900000,6
173,ID1079,Commercial,IFR183,GRP514,RM2027,9/17/2015,10/2/2015,10/1/2016,PRD007,10/2/2015,24,10/3/2017,2.98,0.21,2340000,74646,Bill of Sale over business assets,7600000,3
174,ID1204,Commercial,IFR130,GRP516,RM2025,9/20/2015,10/8/2015,10/7/2016,PRD019,10/8/2015,12,10/8/2016,2.49,0.13,1690000,44278,Transfer of Mortgage over Real Property,12700000,6
175,ID1005,Commercial,IFR133,GRP516,RM2035,9/21/2015,10/13/2015,10/12/2016,PRD018,10/13/2015,12,10/13/2016,1.92,0.29,510000,11271,Bill of Sale over a Post Office licence,19100000,3
176,ID1007,Commercial,IFR122,GRP511,RM2027,9/21/2015,11/26/2015,11/25/2016,PRD020,11/26/2015,12,11/26/2016,1.65,0.17,680000,12376,Limited Guarantee and Indemnity (supported),17400000,4
177,ID1445,Corporate,IFR123,GRP520,RM2004,9/21/2015,10/30/2015,10/29/2016,PRD008,10/30/2015,36,11/1/2018,2.28,0.45,5050000,137865,Bill of Sale over business assets,19800000,3
178,ID1032,Property Development,IFR107,GRP502,RM2022,9/23/2015,1/13/2016,1/12/2017,PRD019,1/13/2016,24,1/14/2018,2.49,0.19,630000,16884,Fixed and Floating Company Charge,24300000,1
179,ID1300,Dealer,IFR131,GRP505,RM2008,9/26/2015,10/20/2015,10/19/2016,PRD010,10/20/2015,12,10/20/2016,2.72,0.48,350000,11200,Mortgage over Real Property (Residential),4500000,4
180,ID1126,Dealer,IFR169,GRP517,RM2005,9/27/2015,12/29/2015,12/28/2016,PRD020,12/29/2015,6,6/29/2016,1.77,0.16,6770000,130661,Mortgage over Real Property (Commercial),7300000,6
181,ID1361,Dealer,IFR124,GRP514,RM2016,9/27/2015,1/31/2016,1/30/2017,PRD003,1/31/2016,12,1/31/2017,3.07,0.32,2730000,92547,Bill of Sale over a Post Office licence,6800000,3
182,ID1202,Commercial,IFR156,GRP505,RM2015,9/28/2015,11/23/2015,11/22/2016,PRD005,11/23/2015,12,11/23/2016,2.52,0.23,4430000,121825,Ships Mortgage,3400000,4
183,ID1256,Dealer,IFR182,GRP518,RM2005,9/28/2015,12/24/2015,12/23/2016,PRD002,12/24/2015,12,12/24/2016,2.25,0.5,5420000,149050,Tripartite Deed/Agreement,10100000,4
184,ID1349,Dealer,IFR159,GRP502,RM2034,9/28/2015,11/30/2015,11/29/2016,PRD018,11/30/2015,24,12/1/2017,3.34,0.38,2550000,94860,Traded Equities,6600000,5
185,ID1363,Commercial,IFR194,GRP511,RM2032,9/28/2015,12/20/2015,12/19/2016,PRD017,12/20/2015,36,12/22/2018,2.04,0.26,4620000,106260,Gold Deposit,20500000,1
186,ID1185,Dealer,IFR110,GRP505,RM2000,9/30/2015,12/18/2015,12/17/2016,PRD005,12/18/2015,48,12/21/2019,2.05,0.5,2670000,68085,Transfer of Mortgage over a Lease,21800000,1
187,ID1127,Commercial,IFR116,GRP517,RM2014,10/2/2015,1/17/2016,1/16/2017,PRD009,1/17/2016,48,1/20/2020,3.32,0.45,2800000,105560,Limited Cross Guarantee and Indemnity (supported),16700000,2
188,ID1189,Commercial,IFR175,GRP500,RM2036,10/5/2015,12/2/2015,12/1/2016,PRD012,12/2/2015,6,6/2/2016,2.62,0.21,1920000,54336,Stock Mortgage,15300000,1
189,ID1090,Commercial,IFR132,GRP517,RM2028,10/6/2015,12/15/2015,12/14/2016,PRD002,12/15/2015,12,12/15/2016,3.51,0.35,3810000,147066,Commercial Property,24200000,2
190,ID1085,Commercial,IFR117,GRP501,RM2015,10/7/2015,12/29/2015,12/28/2016,PRD009,12/29/2015,36,12/31/2018,3.34,0.42,460000,17296,Fixed and Floating Charge (Cashflow lending),19000000,1
191,ID1487,Commercial,IFR131,GRP505,RM2020,10/7/2015,1/13/2016,1/12/2017,PRD005,1/13/2016,12,1/13/2017,2.12,0.27,6680000,159652,General Mortgage/Lien,2800000,6
192,ID1021,Dealer,IFR168,GRP509,RM2039,10/10/2015,1/11/2016,1/10/2017,PRD009,1/11/2016,60,1/14/2021,1.8,0.14,5390000,104566,Mortgage over Real Property (Commercial),22800000,1
193,ID1261,Property Development,IFR191,GRP500,RM2027,10/10/2015,12/6/2015,12/5/2016,PRD016,12/6/2015,12,12/6/2016,3.41,0.28,5190000,191511,Mortgage over Real Property (Residential),4900000,5
194,ID1474,Commercial,IFR106,GRP507,RM2002,10/11/2015,1/5/2016,1/4/2017,PRD015,1/5/2016,12,1/5/2017,2.92,0.5,340000,11628,Residential Property,22900000,5
195,ID1282,Commercial,IFR135,GRP502,RM2019,10/12/2015,12/1/2015,11/30/2016,PRD001,12/1/2015,24,12/2/2017,2.77,0.22,5880000,175812,Unregistered Mortgage over an unregistered lease,22200000,4
196,ID1403,Property Development,IFR155,GRP514,RM2006,10/12/2015,1/20/2016,1/19/2017,PRD002,1/20/2016,60,1/23/2021,2.92,0.41,3770000,125541,Bill of Sale over business assets,4800000,3
197,ID1147,Commercial,IFR188,GRP515,RM2040,10/15/2015,11/10/2015,11/9/2016,PRD003,11/10/2015,12,11/10/2016,1.75,0.19,4440000,86136,Unregistered Mortgage over an unregistered lease,12500000,6
198,ID1163,Dealer,IFR173,GRP500,RM2010,10/20/2015,2/16/2016,2/15/2017,PRD008,2/16/2016,12,2/16/2017,3.26,0.17,6210000,213003,Transfer of Mortgage over a Lease,17100000,4
199,ID1167,Dealer,IFR138,GRP514,RM2023,10/21/2015,1/4/2016,1/3/2017,PRD002,1/4/2016,12,1/4/2017,2.01,0.35,5240000,123664,Term Deposit at the bank.,2200000,6
200,ID1252,Commercial,IFR108,GRP515,RM2000,10/21/2015,2/24/2016,2/23/2017,PRD013,2/24/2016,24,2/25/2018,3.5,0.19,6190000,228411,Ships Mortgage,11500000,1
201,ID1314,Property Development,IFR138,GRP514,RM2028,10/22/2015,2/20/2016,2/19/2017,PRD012,2/20/2016,24,2/21/2018,2.98,0.26,7000000,226800,Mortgage over Real Property (Commercial),23000000,1
202,ID1441,Dealer,IFR192,GRP502,RM2003,10/22/2015,2/20/2016,2/19/2017,PRD016,2/20/2016,6,8/21/2016,2.64,0.24,5070000,146016,Bill of Sale over a Motor Vehicle,9900000,6
203,ID1141,Dealer,IFR169,GRP517,RM2001,10/23/2015,2/16/2016,2/15/2017,PRD010,2/16/2016,12,2/16/2017,2,0.12,3160000,66992,Bill of Sale over a Post Office licence,18400000,3
204,ID1281,Dealer,IFR183,GRP514,RM2037,10/25/2015,1/6/2016,1/5/2017,PRD018,1/6/2016,12,1/6/2017,1.7,0.29,4630000,92137,Bill of Sale over business assets,11700000,6
205,ID1286,Dealer,IFR199,GRP514,RM2017,10/25/2015,2/20/2016,2/19/2017,PRD006,2/20/2016,6,8/21/2016,2.86,0.15,3380000,101738,Tripartite Deed/Agreement,7000000,5
206,ID1355,Dealer,IFR130,GRP516,RM2040,10/28/2015,1/25/2016,1/24/2017,PRD004,1/25/2016,12,1/25/2017,1.56,0.24,3060000,55080,Tripartite Deed/Agreement,21100000,3
207,ID1479,Dealer,IFR158,GRP500,RM2025,10/29/2015,2/10/2016,2/9/2017,PRD020,2/10/2016,12,2/10/2017,2.1,0.43,5720000,144716,Tripartite Deed/Agreement,6900000,3
208,ID1216,Property Development,IFR138,GRP514,RM2024,10/30/2015,1/8/2016,1/7/2017,PRD004,1/8/2016,24,1/9/2018,3.52,0.26,4430000,167454,Cash and Cash E,20800000,3
209,ID1110,Corporate,IFR123,GRP520,RM2009,11/1/2015,1/15/2016,1/14/2017,PRD005,1/15/2016,6,7/16/2016,1.92,0.17,5960000,124564,Bill of Sale over a Motor Vehicle,15200000,4
210,ID1033,Dealer,IFR160,GRP514,RM2039,11/2/2015,1/4/2016,1/3/2017,PRD011,1/4/2016,48,1/7/2020,2.48,0.49,5260000,156222,Limited Cross Guarantee and Indemnity (supported),12100000,3
211,ID1234,Dealer,IFR108,GRP515,RM2009,11/2/2015,12/16/2015,12/15/2016,PRD008,12/16/2015,12,12/16/2016,3.43,0.23,2530000,92598,Gold Deposit,16300000,4
212,ID1078,Dealer,IFR139,GRP500,RM2002,11/5/2015,12/28/2015,12/27/2016,PRD017,12/28/2015,24,12/29/2017,2.86,0.41,870000,28449,Bill of Sale over specific business assets,8100000,6
213,ID1241,Dealer,IFR186,GRP502,RM2040,11/5/2015,12/28/2015,12/27/2016,PRD006,12/28/2015,24,12/29/2017,2.57,0.19,1340000,36984,Bank Guarantee by Australian Financial Institution,20700000,5
214,ID1362,Dealer,IFR126,GRP514,RM2025,11/5/2015,1/21/2016,1/20/2017,PRD006,1/21/2016,6,7/22/2016,3.04,0.27,2390000,79109,Cash and Cash E,21500000,5
215,ID1299,Commercial,IFR132,GRP517,RM2005,11/6/2015,12/25/2015,12/24/2016,PRD008,12/25/2015,12,12/25/2016,2.93,0.34,3690000,120663,Unregistered Mortgage over an unregistered lease,22400000,4
216,ID1095,Dealer,IFR110,GRP505,RM2004,11/8/2015,12/15/2015,12/14/2016,PRD020,12/15/2015,48,12/18/2019,3.05,0.14,3690000,117711,Bill of Sale over business assets,18500000,1
217,ID1343,Commercial,IFR185,GRP520,RM2037,11/8/2015,1/3/2016,1/2/2017,PRD008,1/3/2016,48,1/6/2020,2,0.49,4040000,100596,Mortgage over Real Property (Industrial),21000000,4
218,ID1384,Commercial,IFR127,GRP517,RM2036,11/9/2015,3/6/2016,3/6/2017,PRD004,3/6/2016,6,9/5/2016,3.65,0.49,3420000,141588,Mortgage over Real Property (Residential),18600000,4
219,ID1131,Dealer,IFR169,GRP517,RM2040,11/10/2015,2/23/2016,2/22/2017,PRD012,2/23/2016,12,2/23/2017,2.4,0.1,5370000,134250,Limited Cross Guarantee and Indemnity (supported),17500000,4
220,ID1259,Commercial,IFR152,GRP500,RM2026,11/10/2015,12/25/2015,12/24/2016,PRD013,12/25/2015,48,12/28/2019,3.37,0.14,470000,16497,Cash and Cash E,14300000,5
221,ID1455,Dealer,IFR145,GRP514,RM2012,11/10/2015,11/28/2015,11/27/2016,PRD012,11/28/2015,24,11/29/2017,2.42,0.48,1850000,53650,Ships Mortgage,19900000,6
222,ID1016,Dealer,IFR138,GRP514,RM2018,11/11/2015,3/20/2016,3/20/2017,PRD017,3/20/2016,12,3/21/2017,2.52,0.22,2260000,61924,Mortgage over Real Property (Commercial),14500000,1
223,ID1493,Dealer,IFR119,GRP511,RM2017,11/11/2015,3/12/2016,3/12/2017,PRD008,3/12/2016,36,3/15/2019,3.05,0.19,5020000,162648,General Mortgage/Lien,17800000,5
224,ID1030,Dealer,IFR198,GRP511,RM2022,11/12/2015,3/12/2016,3/12/2017,PRD015,3/12/2016,12,3/13/2017,2.15,0.43,2920000,75336,Ships Mortgage,18300000,5
225,ID1229,Dealer,IFR175,GRP500,RM2034,11/16/2015,1/29/2016,1/28/2017,PRD020,1/29/2016,24,1/30/2018,2.64,0.41,1220000,37210,Mortgage over Real Property (Residential),13700000,4
226,ID1169,Dealer,IFR105,GRP501,RM2032,11/17/2015,1/20/2016,1/19/2017,PRD006,1/20/2016,24,1/21/2018,2.57,0.37,3470000,102018,Ships Mortgage,20900000,2
227,ID1366,Property Development,IFR183,GRP514,RM2036,11/18/2015,1/23/2016,1/22/2017,PRD020,1/23/2016,60,1/26/2021,3.38,0.23,1130000,40793,Cash and Cash E,10200000,1
228,ID1454,Dealer,IFR173,GRP500,RM2028,11/19/2015,1/8/2016,1/7/2017,PRD011,1/8/2016,48,1/11/2020,3.04,0.49,2840000,100252,Limited Cross Guarantee and Indemnity (supported),13700000,6
229,ID1496,Dealer,IFR151,GRP517,RM2027,11/19/2015,12/5/2015,12/4/2016,PRD015,12/5/2015,48,12/8/2019,2.97,0.36,2210000,73593,Fixed and Floating Charge (Cashflow lending),9400000,2
230,ID1035,Dealer,IFR150,GRP514,RM2003,11/20/2015,2/27/2016,2/26/2017,PRD009,2/27/2016,6,8/28/2016,3.72,0.37,3530000,144377,Mortgage over life insurance,24000000,5
231,ID1245,Commercial,IFR100,GRP500,RM2020,11/21/2015,3/10/2016,3/10/2017,PRD017,3/10/2016,24,3/12/2018,3.18,0.17,6080000,203680,Transfer of Mortgage over Real Property,20500000,5
232,ID1094,Dealer,IFR111,GRP502,RM2005,11/22/2015,12/11/2015,12/10/2016,PRD003,12/11/2015,6,6/11/2016,2.4,0.35,4010000,110275,Commercial Property,20700000,2
233,ID1358,Dealer,IFR132,GRP517,RM2019,11/26/2015,2/10/2016,2/9/2017,PRD012,2/10/2016,12,2/10/2017,2.7,0.49,3910000,124729,Stock Mortgage,14300000,2
234,ID1407,Dealer,IFR154,GRP514,RM2035,11/28/2015,2/21/2016,2/20/2017,PRD013,2/21/2016,12,2/21/2017,3.28,0.12,3890000,132260,Bill of Sale over business assets,2500000,4
235,ID1190,Corporate,IFR154,GRP514,RM2008,12/1/2015,1/15/2016,1/14/2017,PRD005,1/15/2016,24,1/16/2018,2.16,0.22,4100000,97580,Stock Mortgage,12400000,6
236,ID1052,Commercial,IFR140,GRP507,RM2014,12/2/2015,1/29/2016,1/28/2017,PRD020,1/29/2016,48,2/1/2020,2.51,0.16,580000,15486,Bank Guarantee by Australian Financial Institution,6800000,3
237,ID1180,Dealer,IFR173,GRP500,RM2008,12/5/2015,3/3/2016,3/3/2017,PRD001,3/3/2016,12,3/4/2017,3.52,0.42,4630000,182422,Tripartite Deed/Agreement,10300000,1
238,ID1102,Dealer,IFR183,GRP514,RM2003,12/6/2015,2/7/2016,2/6/2017,PRD015,2/7/2016,6,8/8/2016,1.5,0.46,1160000,22736,Tripartite Deed/Agreement,21000000,3
239,ID1244,Dealer,IFR107,GRP502,RM2017,12/6/2015,2/4/2016,2/3/2017,PRD001,2/4/2016,12,2/4/2017,3.14,0.44,4750000,170050,Unregistered Mortgage over an unregistered lease,19400000,4
240,ID1436,Dealer,IFR174,GRP511,RM2013,12/8/2015,1/3/2016,1/2/2017,PRD001,1/3/2016,48,1/6/2020,2.98,0.46,4340000,149296,Bill of Sale over a Motor Vehicle,7700000,2
241,ID1111,Corporate,IFR149,GRP517,RM2034,12/9/2015,2/1/2016,1/31/2017,PRD012,2/1/2016,24,2/2/2018,2.77,0.38,3870000,121905,Ships Mortgage,22100000,6
242,ID1318,Dealer,IFR184,GRP517,RM2018,12/9/2015,2/26/2016,2/25/2017,PRD012,2/26/2016,24,2/27/2018,2.5,0.12,6250000,163750,Transfer of Mortgage over a Lease,9200000,6
243,ID1378,Dealer,IFR145,GRP514,RM2035,12/10/2015,2/18/2016,2/17/2017,PRD003,2/18/2016,48,2/21/2020,1.5,0.5,5450000,109000,Gold Deposit,12500000,2
244,ID1083,Dealer,IFR192,GRP502,RM2033,12/11/2015,3/20/2016,3/20/2017,PRD002,3/20/2016,48,3/23/2020,2.38,0.14,2000000,50400,Bank Guarantee by Australian Financial Institution,6900000,3
245,ID1312,Commercial,IFR122,GRP511,RM2007,12/12/2015,4/10/2016,4/10/2017,PRD012,4/10/2016,48,4/13/2020,1.71,0.4,2560000,54016,Stock Mortgage,15300000,3
246,ID1400,Dealer,IFR113,GRP516,RM2016,12/13/2015,1/19/2016,1/18/2017,PRD020,1/19/2016,12,1/19/2017,3,0.34,2250000,75150,Traded Equities,12100000,1
247,ID1107,Dealer,IFR194,GRP511,RM2018,12/14/2015,2/6/2016,2/5/2017,PRD008,2/6/2016,6,8/7/2016,3.54,0.11,1560000,56940,Crop Lien,19800000,3
248,ID1242,Dealer,IFR120,GRP500,RM2010,12/15/2015,3/15/2016,3/15/2017,PRD003,3/15/2016,60,3/19/2021,2.1,0.12,5940000,131868,Fixed Company Charge,15000000,6
249,ID1485,Dealer,IFR164,GRP517,RM2000,12/15/2015,3/15/2016,3/15/2017,PRD005,3/15/2016,12,3/16/2017,1.76,0.26,4390000,88678,Stock Mortgage,21000000,6
250,ID1395,Dealer,IFR124,GRP514,RM2009,12/18/2015,1/16/2016,1/15/2017,PRD004,1/16/2016,48,1/19/2020,3.2,0.44,1390000,50596,Bill of Sale over business assets,3500000,4
251,ID1330,Dealer,IFR123,GRP520,RM2037,12/23/2015,3/28/2016,3/28/2017,PRD019,3/28/2016,24,3/30/2018,2.02,0.27,3620000,82898,Limited Guarantee and Indemnity (supported),21100000,4
252,ID1022,Commercial,IFR150,GRP514,RM2007,12/26/2015,2/5/2016,2/4/2017,PRD017,2/5/2016,6,8/6/2016,3.01,0.1,1360000,42296,Residential Property,5000000,3
253,ID1051,Dealer,IFR150,GRP514,RM2001,1/1/2016,4/20/2016,4/20/2017,PRD011,4/20/2016,12,4/21/2017,2.55,0.29,5720000,162448,Fixed and Floating Charge (Cashflow lending),18600000,1
254,ID1218,Dealer,IFR116,GRP517,RM2028,1/1/2016,4/12/2016,4/12/2017,PRD018,4/12/2016,48,4/15/2020,2.92,0.13,2230000,68015,Unregistered Mortgage over an unregistered lease,4700000,4
255,ID1478,Commercial,IFR132,GRP517,RM2030,1/1/2016,4/11/2016,4/11/2017,PRD014,4/11/2016,24,4/13/2018,3.4,0.3,2100000,77700,Traded Equities,13700000,1
256,ID1018,Dealer,IFR175,GRP500,RM2038,1/3/2016,4/18/2016,4/18/2017,PRD014,4/18/2016,24,4/20/2018,3.35,0.21,1650000,58740,Cash and Cash E,8700000,5
257,ID1219,Dealer,IFR166,GRP500,RM2022,1/5/2016,2/29/2016,2/28/2017,PRD006,2/29/2016,12,3/1/2017,3.16,0.46,820000,29684,Commercial Property,6500000,1
258,ID1231,Commercial,IFR152,GRP500,RM2007,1/6/2016,2/7/2016,2/6/2017,PRD016,2/7/2016,24,2/8/2018,2.13,0.36,3630000,90387,Term Deposit at the bank.,11000000,1
259,ID1381,Commercial,IFR188,GRP515,RM2019,1/6/2016,3/31/2016,3/31/2017,PRD013,3/31/2016,24,4/2/2018,3.42,0.32,5520000,206448,Collateral Type Desc,6900000,6
260,ID1405,Dealer,IFR173,GRP500,RM2010,1/8/2016,5/5/2016,5/5/2017,PRD019,5/5/2016,60,5/9/2021,1.64,0.3,6380000,123772,Traded Equities,9500000,3
261,ID1187,Dealer,IFR121,GRP500,RM2037,1/10/2016,5/18/2016,5/18/2017,PRD012,5/18/2016,36,5/21/2019,1.66,0.33,3380000,67262,Limited Guarantee and Indemnity (unsupported),3000000,4
262,ID1037,Commercial,IFR141,GRP514,RM2003,1/11/2016,4/8/2016,4/8/2017,PRD004,4/8/2016,6,10/8/2016,2.31,0.36,6920000,184764,Mortgage over a lease,9300000,2
263,ID1249,Dealer,IFR125,GRP514,RM2006,1/11/2016,3/30/2016,3/30/2017,PRD009,3/30/2016,6,9/29/2016,2.11,0.1,6600000,145860,Bill of Sale over business assets,11100000,6
264,ID1469,Property Development,IFR122,GRP511,RM2039,1/11/2016,3/18/2016,3/18/2017,PRD002,3/18/2016,12,3/19/2017,2.48,0.29,3750000,103875,Stock Mortgage,8300000,6
265,ID1075,Dealer,IFR165,GRP514,RM2028,1/13/2016,4/19/2016,4/19/2017,PRD006,4/19/2016,12,4/20/2017,3.73,0.31,350000,14140,Bill of Sale over a Post Office licence,12000000,2
266,ID1251,Commercial,IFR166,GRP500,RM2039,1/16/2016,5/18/2016,5/18/2017,PRD020,5/18/2016,12,5/19/2017,2.19,0.46,5880000,155820,Cash and Cash E,12300000,4
267,ID1272,Commercial,IFR199,GRP514,RM2006,1/19/2016,4/26/2016,4/26/2017,PRD011,4/26/2016,12,4/27/2017,3.08,0.35,6620000,227066,Tripartite Deed/Agreement,6000000,6
